PEP 1 | accepted| discussion | need not be completed before the PEP is accepted .|Modified Files : pep-0001.txt Log Message : Fleshed out the bulk of the guidelines , after internal discussion among the PEP authors and the BDFL .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
PEP 315 | proposal| discussion | He was subsequently referred to PEP 315 , which proposes a slightly different syntax for a similar purpose .|The discussion expanded to not only do-while loops , but also loops with break conditions at locations other than the beginning and the end of a loop .
